,Chiral_indice_n,Chiracl_indice_m,Initial_atomic_coordinate_u,Initial_atomic_coordinate_v,Initial_atomic_coordinate_w,Calculated_atomic_coordinate_u,Calculated_atomic_coordiante_v,Calculated_atomic_coordinate_w
3573,7,5,473395,132708,663136,472905,127363,66353
3574,7,5,392025,103821,68913,39082,97336,689656
3575,7,5,44989,122871,718182,451084,120331,718621
3576,7,5,202089,107578,712066,198771,101799,712568
3577,7,5,245551,94781,741118,2443,91485,741611
3578,7,5,186387,114995,767112,186009,114842,767499
3579,7,5,22748,98903,796164,227143,98791,796532
3580,7,5,95055,244107,790048,89285,242547,790149
3581,7,5,108111,200825,8191,101333,198057,819145
3582,7,5,92174,262959,845093,81965,259251,845094
3583,7,5,101895,217441,874145,91124,21276,874082
3584,7,5,131895,471553,868029,127498,472912,86798
3585,7,5,109907,413164,897081,102561,413056,897008
3586,7,5,142858,495142,923075,139751,497012,923053
3587,7,5,117753,436371,952127,111786,436693,952064
3588,7,5,29952,709106,946011,300339,713088,946004
3589,7,5,250299,656355,975063,249461,659171,975045
3590,7,5,908326,676023,510231,918813,678608,510122
3591,7,5,905775,654422,565277,915472,65726,565156
3592,7,5,8173,434308,588213,82027,433647,588272
3593,7,5,851214,493053,617265,856451,494201,617208
3594,7,5,801849,411123,643259,804517,412036,643321
3595,7,5,838486,469469,672311,842978,472497,672237
3596,7,5,61354,215932,666194,614528,213579,666498
3597,7,5,668884,261258,695246,67189,261589,695407
3598,7,5,590678,199402,72124,593185,199842,72154
3599,7,5,647104,242479,750292,651972,24476,750459
3600,7,5,369441,98484,744176,370032,95386,744717
3601,7,5,426551,114287,773228,429203,113807,77366
3602,7,5,347289,94481,799222,34837,93607,799626
3603,7,5,403457,106984,828274,405688,107177,828579
3604,7,5,171727,123691,822158,168358,122441,822334
3605,7,5,210314,104357,85121,207334,103079,851338
3606,7,5,158158,133638,877204,151161,130358,877141
3607,7,5,194111,111125,906255,190011,110355,906119
3608,7,5,90647,282599,900139,78788,278836,900051
3609,7,5,97001,234996,929191,85871,231117,929031
3610,7,5,90481,302961,955185,79018,300018,955056
3611,7,5,93445,253431,984237,82379,249999,984026
3612,7,5,155007,518747,978121,151539,520189,978146
3613,7,5,901877,632308,620323,912386,635876,620157
3614,7,5,909092,686609,649375,921054,692488,649065
3615,7,5,896644,609754,675369,906372,61444,675194
3616,7,5,90722,665291,704421,920412,672172,704226
3617,7,5,785395,388234,698304,789884,390349,698338
3618,7,5,824634,445986,727356,83262,449797,727272
3619,7,5,767993,365717,75335,77459,369096,7534
3620,7,5,809703,422683,782402,817812,427884,782396
3621,7,5,567514,18387,776286,571669,186056,776572
3622,7,5,624835,224555,805338,630305,22871,805515
3623,7,5,544126,169389,831332,548196,171819,831536
3624,7,5,602152,207546,860384,607878,211311,860478
3625,7,5,325646,91825,854268,32608,92776,854453
3626,7,5,380683,100987,88332,38292,104037,883367
3627,7,5,304581,90525,909314,304938,93703,909214
3628,7,5,358306,96315,938366,360295,101405,938151
3629,7,5,145724,144801,932249,140032,143997,932057
3630,7,5,178924,119185,961301,175293,119929,961006
3631,7,5,134467,157144,987295,127988,156089,987023
3632,7,5,890093,586836,730415,901929,592434,7303
3633,7,5,903994,643424,759466,918087,651167,759344
3634,7,5,882247,563629,78546,893693,570319,785489
3635,7,5,899427,621081,814512,91131,629259,814546
3636,7,5,749701,343645,808396,756621,348618,808531
3637,7,5,793744,399637,837448,801521,405976,837555
3638,7,5,730579,322093,863442,738078,32739,863613
3639,7,5,776809,376924,892494,786044,383676,892606
3640,7,5,520591,156006,886378,524775,159532,886448
3641,7,5,579129,191508,91543,584743,19626,915372
3642,7,5,496988,143765,941424,500616,149398,941289
3643,7,5,555843,176495,970476,560245,18278,970277
3644,7,5,284165,90585,964359,284121,94473,96406
3645,7,5,3364,92984,993411,337348,97709,993008
3646,7,5,87313,540211,840506,882956,547621,840705
3647,7,5,893532,598336,869558,905272,607684,86975
3648,7,5,862775,51666,895552,873189,525204,89584
3649,7,5,886331,575264,924604,897802,585168,924892
3650,7,5,710691,301131,918488,718458,306547,918576
3651,7,5,758954,35462,94754,76708,361003,947633
3652,7,5,690103,280831,973534,696493,285582,973573
3653,7,5,473395,132708,99647,475896,139263,996178
3654,7,5,851214,493053,950598,859408,501167,950922
3655,7,5,877846,551942,97965,88502,560627,980016
3656,7,5,909092,686609,982708,919905,697844,983111
3657,7,6,916768,741915,1047,924008,746041,10564
3658,7,6,917599,733393,61651,923626,736512,61665
3659,7,6,705581,918541,14407,709527,926741,14334
3660,7,6,883166,837474,11783,887923,841411,11836
3661,7,6,854042,870378,38029,857473,874363,38073
3662,7,6,887216,831246,62964,889673,833365,62979
3663,7,6,859456,865442,8921,8614,867764,89198
3664,7,6,918173,724727,112832,923758,726981,112807
3665,7,6,918492,715924,164013,924869,718851,164003
3666,7,6,579805,895739,1572,58173,903188,15589
3667,7,6,518167,871228,41966,51871,878032,41825
3668,7,6,765325,913016,39342,769533,919982,39272
3669,7,6,714536,918519,65588,718011,925859,65535
3670,7,6,773251,91121,90523,776798,916847,90484
3671,7,6,72336,91824,116769,726184,923842,116754
3672,7,6,891028,824816,114145,893191,826035,114073
3673,7,6,86465,860283,140391,867225,862669,140321
3674,7,6,894601,818187,165326,899509,821794,165218
3675,7,6,869621,854903,191573,874227,859191,191454
3676,7,6,317441,734912,18344,315767,737194,18249
3677,7,6,385067,791086,43279,384415,795321,43128
3678,7,6,326814,743409,69525,32527,746191,69406
3679,7,6,589944,89899,66901,591816,906496,66769
3680,7,6,528505,875897,93147,529247,8814,93026
3681,7,6,600027,901997,118082,601411,907242,117983
3682,7,6,538825,880336,144328,539111,884376,144261
3683,7,6,781009,909152,141704,783483,913047,141687
3684,7,6,732047,917705,16795,734968,923161,167969
3685,7,6,788596,906844,192885,792004,911053,192811
3686,7,6,740593,916915,219132,743198,921924,219034
3687,7,6,897933,811363,216507,903534,815245,21639
3688,7,6,874366,849306,242754,878615,853515,242584
3689,7,6,901022,804349,267688,904977,807638,267559
3690,7,6,878882,843495,293935,881918,846992,293835
3691,7,6,86438,349084,22281,75977,345521,22228
3692,7,6,207753,613376,19657,204645,613977,19527
3693,7,6,166655,552547,45903,162723,552059,45805
3694,7,6,215254,623307,70838,213696,624175,70669
3695,7,6,173018,562802,97084,171268,562836,96985
3696,7,6,395057,798437,9446,394436,802456,94349
3697,7,6,336292,751756,120706,33496,755037,120631
3698,7,6,405111,805604,145641,404232,809166,145582
3699,7,6,34587,75995,171888,343091,763738,17182
3700,7,6,61005,904758,169263,611178,910019,169235
3701,7,6,549121,884542,19551,548788,889029,195476
3702,7,6,620005,907271,220444,620579,911541,220411
3703,7,6,559388,888513,246691,559169,891817,246729
3704,7,6,796006,904287,244066,800134,910061,243893
3705,7,6,748991,91587,270313,75314,922775,270155
3706,7,6,803236,901483,295247,806957,907079,295133
3707,7,6,757236,91457,321494,76148,922511,321413
3708,7,6,903865,797149,318869,907988,800835,318796
3709,7,6,883166,837474,345116,885928,841273,345041
3710,7,6,906461,789767,37005,908152,791744,369931
3711,7,6,887216,831246,396297,887647,83302,39621
3712,7,6,87249,233425,23594,77598,228361,23564
3713,7,6,102067,188637,4984,94442,183983,49887
3714,7,6,103737,418606,47216,95118,416533,47187
3715,7,6,8816,358787,73462,79088,355754,73525
3716,7,6,107192,428787,98397,102454,427539,98418
3717,7,6,90134,368576,124643,85659,366798,124727
3718,7,6,222929,633163,122019,221083,634554,121907
3719,7,6,179581,573018,148265,176599,574008,148243
3720,7,6,230773,642937,1732,226761,645463,173236
3721,7,6,186341,58319,199447,18173,584777,199534
3722,7,6,415224,812585,196822,413273,817479,196729
3723,7,6,355543,767985,223069,352401,772442,223014
3724,7,6,425388,819375,248003,423919,823152,248014
3725,7,6,365304,775856,27425,363543,778011,274341
3726,7,6,629886,909535,271625,631479,914093,271554
3727,7,6,569618,892246,297872,570513,8963,297868
3728,7,6,639688,911548,322806,641989,919495,322785
3729,7,6,579805,895739,349053,581492,903802,349116
3730,7,6,810279,898432,346428,814729,90573,346374
3731,7,6,765325,913016,372675,770353,922687,372682
3732,7,6,817133,895138,397609,820697,901278,397626
3733,7,6,773251,91121,423856,776784,917659,424001
3734,7,6,908808,782207,421231,910878,783463,421008
3735,7,6,891028,824816,447478,892392,825506,447365
3736,7,6,910905,774475,472412,917061,777829,472244
3737,7,6,894601,818187,498659,900498,82159,498623
3738,7,6,38995,95242,2596,389619,90711,2789
3739,7,6,211404,93156,26218,210006,92174,26363
3740,7,6,163486,116185,51153,159788,113601,51238
3741,7,6,203994,95713,77399,200545,91711,77466
3742,7,6,85656,241488,74775,77152,236818,74861
3743,7,6,98978,195651,101021,93244,191629,101129
3744,7,6,84317,24971,125956,77714,245418,126125
3745,7,6,96135,202851,152202,90456,198437,152385
3746,7,6,110888,43901,149578,108478,438878,149553
3747,7,6,92359,378445,175825,88872,377524,175871
3748,7,6,114822,449271,200759,110661,449351,200787
3749,7,6,94833,388389,227006,89554,387041,227032
3750,7,6,238783,652624,224381,234861,655514,224444
3751,7,6,193292,593311,250628,189542,594263,25069
3752,7,6,246952,662217,275562,24346,663404,27566
3753,7,6,200431,603375,301809,196544,603597,301921
3754,7,6,435598,825969,299184,435198,827622,299259
3755,7,6,375147,783558,325431,374033,784798,325583
3756,7,6,445847,832363,350365,446119,835727,350472
3757,7,6,385067,791086,376612,384266,793864,376746
3758,7,6,649405,91331,373987,653078,924097,374038
3759,7,6,589944,89899,400234,591935,907616,400344
3760,7,6,65903,914818,425168,661533,922671,425301
3761,7,6,600027,901997,451415,601113,907539,451573
3762,7,6,823793,891603,44879,824794,893189,44887
3763,7,6,781009,909152,475037,782366,911177,475241
3764,7,6,830254,887827,499971,831462,887665,500069
3765,7,6,788596,906844,526218,789994,907826,526363
3766,7,6,912751,766575,523594,922402,771639,523564
3767,7,6,897933,811363,54984,905558,816016,549887
3768,7,6,914344,758512,574775,922848,763182,574861
3769,7,6,901022,804349,601021,906756,808371,601129
3770,7,6,523231,149688,3909,524487,146102,3984
3771,7,6,584776,187415,30155,587322,183365,30223
3772,7,6,322017,82927,27531,320974,79471,27684
3773,7,6,379995,92729,53777,379373,88408,53954
3774,7,6,312701,82181,78712,310299,77013,78804
3775,7,6,370114,90465,104958,368976,86687,105059
3776,7,6,157433,120433,102334,154019,117346,102423
3777,7,6,196764,98517,12858,193619,9456,128699
3778,7,6,151589,124913,153515,147435,120367,153675
3779,7,6,189721,101568,179762,185797,95569,179887
3780,7,6,83232,258085,177137,78043,254847,177276
3781,7,6,93539,210233,203384,88659,205822,20351
3782,7,6,82401,266607,228318,76919,263331,228313
3783,7,6,91192,217793,254565,87385,215238,254587
3784,7,6,118991,459563,25194,1148,459176,251987
3785,7,6,97555,398402,278187,92175,396802,278263
3786,7,6,123394,46988,303121,118198,468922,303233
3787,7,6,100524,408476,329368,93292,406479,329508
3788,7,6,255276,671711,326743,252387,672961,32686
3789,7,6,207753,613376,35299,203188,613694,353139
3790,7,6,26375,6811,377924,261142,682489,377997
3791,7,6,215254,623307,404171,212668,62363,404274
3792,7,6,45613,838555,401546,456377,843027,401652
3793,7,6,395057,798437,427793,39417,801514,427906
3794,7,6,466439,844539,452727,466232,848105,452852
3795,7,6,405111,805604,478974,403522,807897,479055
3796,7,6,668558,916073,476349,669966,920927,476552
3797,7,6,61005,904758,502596,610381,909289,502789
3798,7,6,677983,917073,527531,679025,920529,527684
3799,7,6,620005,907271,553777,620627,911592,553954
3800,7,6,836514,883815,551153,840212,886399,551238
3801,7,6,796006,904287,577399,799455,908289,577466
3802,7,6,842567,879567,602334,845981,882654,602423
3803,7,6,803236,901483,62858,806381,90544,628699
3804,7,6,915683,75029,625956,922286,754582,626125
3805,7,6,903865,797149,652202,909544,801563,652385
3806,7,6,916768,741915,677137,921957,745153,677276
3807,7,6,906461,789767,703384,911341,794178,70351
3808,7,6,769227,357063,6533,773848,355821,6668
3809,7,6,709982,29142,31468,714492,287727,31546
3810,7,6,761217,347376,57714,765968,344476,57826
3811,7,6,512887,144129,5509,513594,139876,55142
3812,7,6,574612,180625,81336,576242,176766,81431
3813,7,6,502535,138788,106271,502919,136024,106345
3814,7,6,564402,174031,132517,566176,171935,132568
3815,7,6,3035,81692,129893,301574,7724,129979
3816,7,6,360312,88452,156139,359417,83435,156178
3817,7,6,294419,81459,181074,291354,74175,181096
3818,7,6,350595,8669,207321,348059,78829,20735
3819,7,6,145958,129622,204696,141372,124245,204836
3820,7,6,182867,104862,230943,179092,99468,231073
3821,7,6,140544,134558,255877,138032,131766,255954
3822,7,6,176207,108397,282124,174759,105883,282203
3823,7,6,81827,275273,279499,76172,272296,279498
3824,7,6,89095,225525,305746,8397,222152,305769
3825,7,6,81508,284076,33068,74564,280566,330722
3826,7,6,87249,233425,356927,80053,228829,356972
3827,7,6,128027,480216,354302,120676,479107,354483
3828,7,6,103737,418606,380549,95589,416083,380697
3829,7,6,132887,490563,405483,128625,489673,4056
3830,7,6,107192,428787,43173,102482,426909,431825
3831,7,6,272369,690379,429105,270465,692226,429186
3832,7,6,222929,633163,455352,220222,633582,455434
3833,7,6,281126,69954,480286,27821,701109,480383
3834,7,6,230773,642937,506533,226152,644179,506668
3835,7,6,476769,850312,503909,475513,853898,503984
3836,7,6,415224,812585,530155,412678,816635,530223
3837,7,6,487113,855871,55509,486406,860124,555142
3838,7,6,425388,819375,581336,423758,823234,581431
3839,7,6,687299,917819,578712,689701,922987,578804
3840,7,6,629886,909535,604958,631024,913313,605059
3841,7,6,6965,918308,629893,698426,92276,629979
3842,7,6,639688,911548,656139,640583,916565,656178
3843,7,6,848411,875087,653515,852565,879633,653675
3844,7,6,810279,898432,679762,814203,904431,679887
3845,7,6,854042,870378,704696,858628,875755,704836
3846,7,6,817133,895138,730943,820908,900532,731073
3847,7,6,917599,733393,728318,923081,736669,728313
3848,7,6,908808,782207,754565,912615,784762,754587
3849,7,6,918173,724727,779499,923828,727704,779498
3850,7,6,910905,774475,805746,91603,777848,805769
3851,7,6,85672,488731,7846,861434,489159,79
3852,7,6,885178,550729,34092,89059,551243,34228
3853,7,6,851195,478385,59027,856113,477268,59144
3854,7,6,881009,540437,85273,886658,540866,85336
3855,7,6,700962,282508,82649,704299,279048,82734
3856,7,6,753048,337783,108895,758327,335836,108929
3857,7,6,691819,273729,13383,695713,270954,133847
3858,7,6,744724,328289,160076,748941,325651,160161
3859,7,6,492182,133668,157452,492556,130613,157463
3860,7,6,554153,167637,183699,554925,163808,183772
3861,7,6,481833,128772,208633,481482,122994,208658
3862,7,6,54387,161445,23488,544972,156577,234838
3863,7,6,285464,81481,232255,282404,74597,232283
3864,7,6,34097,85182,258502,339255,78711,258497
3865,7,6,27664,8176,283436,274393,76079,283456
3866,7,6,331442,83927,309683,329522,77384,309713
3867,7,6,13535,139717,307058,133278,137865,307086
3868,7,6,169746,112173,333305,16824,110114,333311
3869,7,6,130379,145097,358239,126494,14152,358198
3870,7,6,163486,116185,384486,159595,111465,384432
3871,7,6,81445,293011,381861,72607,288528,381915
3872,7,6,85656,241488,408108,78428,236687,40813
3873,7,6,81639,302072,433042,74715,29815,433106
3874,7,6,84317,24971,459289,76092,244217,459372
3875,7,6,137973,500916,456664,134372,500135,456725
3876,7,6,110888,43901,482911,105554,437111,482947
3877,7,6,14328,511269,507846,138566,510841,5079
3878,7,6,114822,449271,534092,10941,448757,534228
3879,7,6,290018,70858,531468,285508,712273,531546
3880,7,6,238783,652624,557714,234032,655524,557826
3881,7,6,299038,717492,582649,295701,720952,582734
3882,7,6,246952,662217,608895,241673,664164,608929
3883,7,6,497465,861212,606271,497081,863976,606345
3884,7,6,435598,825969,632517,433824,828065,632568
3885,7,6,507818,866332,657452,507444,869387,657463
3886,7,6,445847,832363,683699,445074,836192,683772
3887,7,6,705581,918541,681074,708646,925825,681096
3888,7,6,649405,91331,707321,651941,921171,70735
3889,7,6,714536,918519,732255,717596,925403,732283
3890,7,6,65903,914818,758502,660745,921289,758497
3891,7,6,859456,865442,755877,861968,868234,755954
3892,7,6,823793,891603,782124,825241,894117,782203
3893,7,6,86465,860283,807058,866722,862135,807086
3894,7,6,830254,887827,833305,83176,889886,833311
3895,7,6,918492,715924,83068,925436,719434,830722
3896,7,6,912751,766575,856927,919947,771171,856971
3897,7,6,914344,758512,908108,921572,763314,90813
3898,7,6,917207,679447,35405,923832,681827,35467
3899,7,6,916246,670038,86586,922894,67216,0
3900,7,6,845455,468053,110208,850859,467553,110278
3901,7,6,876606,53012,136454,882454,530421,136553
3902,7,6,839504,45774,161389,844678,456778,161494
3903,7,6,871973,519784,187636,878504,520577,187686
3904,7,6,682559,265088,185011,685122,261427,185049
3905,7,6,73625,3189,211258,74012,316704,211246
3906,7,6,673186,256591,236192,675914,252719,236128
3907,7,6,727631,309621,262439,730585,305912,262439
3908,7,6,471495,124103,259814,471136,118137,259746
3909,7,6,533561,155461,286061,534068,150124,285998
3910,7,6,461175,119664,310995,460913,114156,310936
3911,7,6,523231,149688,337242,524577,144807,337119
3912,7,6,267953,82295,334617,26514,76374,334611
3913,7,6,322017,82927,360864,319866,76522,360816
3914,7,6,259407,83085,385798,255549,76168,385714
3915,7,6,312701,82181,412045,308465,73447,411987
3916,7,6,125634,150694,40942,120111,145693,409352
3917,7,6,157433,120433,435667,152261,114621,435632
3918,7,6,121118,156505,460601,115373,15138,460613
3919,7,6,151589,124913,486848,146609,119439,486899
3920,7,6,82088,311255,484223,73275,306828,484277
